week_number,air_avg,air_obs,soil_obs_00,soil_obs_02,soil_obs_04,soil_obs_08,soil_obs_20,soil_obs_40,soil_avg_00,soil_avg_02,soil_avg_04,soil_avg_08,soil_avg_20,soil_avg_40
166,51.55714286,48.05714286,,43.28571429,,40.14285714,32.85714286,,,43.0,,39.14285714,32.85714286,
167,49.9,48.15714286,,44.14285714,,41.71428571,35.57142857,,,43.57142857,,40.71428571,35.71428571,
168,45.81428571,42.34285714,,43.85714286,,41.14285714,36.14285714,,,43.85714286,,40.85714286,36.28571429,
169,55.98571429,53.65714286,,49.28571429,,46.28571429,39.28571429,,,49.14285714,,45.57142857,39.57142857,
170,57.02857143,54.65714286,,51.42857143,,48.14285714,41.42857143,,,51.66666667,,47.66666667,41.66666667,
171,55.77142857,54.84285714,,51.85714286,,49.14285714,42.57142857,,,51.42857143,,48.28571429,42.57142857,
172,52.82857143,50.51428571,,51.71428571,,49.57142857,43.85714286,,,51.28571429,,48.71428571,44.14285714,
173,59.22857143,56.02857143,,51.85714286,,49.42857143,44.42857143,,,52.71428571,,49.0,44.85714286,
174,62.42857143,60.6,,56.28571429,,54.0,47.42857143,,,56.14285714,,53.0,47.71428571,
175,49.81428571,49.9,,52.42857143,,51.57142857,47.71428571,,,51.71428571,,50.71428571,47.71428571,
176,47.54285714,47.08571429,,48.71428571,,48.42857143,46.28571429,,,48.28571429,,47.71428571,46.14285714,
177,47.57142857,45.67142857,,46.71428571,,46.42857143,44.71428571,,,46.71428571,,46.0,44.71428571,
178,44.41428571,44.1,,46.42857143,,46.14285714,44.57142857,,,45.85714286,,45.57142857,44.57142857,
179,40.17142857,39.14285714,,43.57142857,,43.85714286,43.42857143,,,43.0,,43.28571429,43.42857143,
180,45.2,43.92857143,,41.42857143,,42.42857143,42.42857143,,,41.42857143,,41.85714286,42.42857143,
181,44.95714286,43.27142857,,40.42857143,,41.28571429,41.57142857,,,40.5,,40.83333333,41.5,
182,35.75714286,34.8,,37.71428571,,38.71428571,39.71428571,,,37.0,,38.14285714,39.71428571,
183,39.48571429,36.02857143,,34.57142857,,36.0,37.71428571,,,34.28571429,,35.71428571,37.57142857,
184,32.01428571,30.48571429,,31.85714286,,33.57142857,36.0,,,31.71428571,,33.42857143,36.0,
185,30.98571429,30.5,,30.71428571,,32.0,34.28571429,,,30.85714286,,32.0,34.14285714,
186,32.94285714,32.34285714,,31.0,,32.0,34.0,,,31.0,,32.0,34.0,
187,21.24285714,22.81428571,,31.0,,32.0,33.14285714,,,31.0,,32.0,33.14285714,
188,16.77142857,15.24285714,,30.57142857,,31.57142857,33.0,,,30.42857143,,31.71428571,33.0,
189,15.38571429,16.35714286,,29.57142857,,31.0,33.0,,,29.71428571,,31.0,33.0,
190,16.95714286,15.84285714,,27.42857143,,29.57142857,32.28571429,,,27.28571429,,29.71428571,32.14285714,
191,12.98571429,12.31428571,,27.85714286,,29.42857143,32.0,,,27.71428571,,29.28571429,32.0,
192,19.07142857,20.12857143,,29.0,,30.0,32.0,,,29.14285714,,30.0,32.0,
193,14.87142857,16.25714286,,30.0,,31.0,32.0,,,30.0,,31.0,32.0,
194,-0.842857143,0.142857143,,29.28571429,,30.28571429,32.0,,,29.28571429,,30.14285714,32.0,
195,1.242857143,1.428571429,,29.0,,30.0,32.0,,,29.0,,30.0,32.0,
196,10.1,8.157142857,,26.57142857,,28.71428571,31.57142857,,,26.71428571,,28.71428571,31.57142857,
197,-3.328571429,-1.2,,27.57142857,,28.71428571,31.0,,,27.14285714,,28.42857143,31.0,
198,-4.157142857,-5.757142857,,24.57142857,,26.57142857,30.57142857,,,24.42857143,,26.71428571,30.42857143,
199,0.2,0.328571429,,24.71428571,,26.42857143,29.85714286,,,24.42857143,,26.42857143,29.85714286,
200,21.75714286,21.01428571,,25.42857143,,26.85714286,29.28571429,,,25.71428571,,27.0,29.42857143,
201,6.6,8.871428571,,26.57142857,,27.85714286,29.85714286,,,26.42857143,,27.85714286,29.85714286,
202,20.02857143,19.34285714,,27.42857143,,28.28571429,29.71428571,,,27.42857143,,28.28571429,29.85714286,
203,4.371428571,4.414285714,,28.71428571,,29.0,30.0,,,28.57142857,,29.0,30.0,
204,16.4,13.98571429,,28.28571429,,29.0,30.0,,,28.0,,29.0,30.0,
205,18.44285714,19.42857143,,28.0,,29.0,30.0,,,28.0,,29.0,30.0,
206,21.04285714,20.9,,28.14285714,,29.0,30.0,,,28.28571429,,29.0,30.0,
207,21.35714286,23.37142857,,28.85714286,,29.0,30.42857143,,,28.71428571,,29.0,30.14285714,
208,25.75714286,23.68571429,,28.85714286,,29.0,31.0,,,28.85714286,,29.14285714,31.0,
209,27.95714286,28.98571429,,29.71428571,,30.0,31.0,,,29.85714286,,30.0,31.0,
210,17.94285714,16.05714286,,28.85714286,,29.28571429,31.0,,,28.71428571,,29.28571429,30.85714286,
211,27.52857143,26.7,,29.28571429,,29.42857143,30.57142857,,,29.28571429,,29.57142857,30.71428571,
212,25.77142857,25.37142857,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
213,31.65714286,29.07142857,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
214,29.01428571,29.47142857,,31.0,,30.85714286,31.0,,,31.0,,31.0,31.0,
215,39.68571429,36.85714286,,31.0,,31.0,31.57142857,,,31.0,,31.0,31.57142857,
216,47.25714286,44.95714286,,32.85714286,,31.14285714,32.0,,,33.57142857,,31.28571429,32.0,
217,53.7,50.87142857,,41.85714286,,37.57142857,32.0,,,41.57142857,,37.0,32.0,
218,54.65714286,51.17142857,,44.42857143,,40.57142857,33.14285714,,,44.42857143,,40.0,33.28571429,
219,54.78571429,50.87142857,,46.71428571,,43.28571429,36.14285714,,,46.71428571,,42.42857143,36.28571429,
220,56.07142857,52.34285714,,47.71428571,,44.85714286,38.14285714,,,47.57142857,,44.14285714,38.28571429,
221,62.0,58.87142857,,53.28571429,,49.57142857,41.14285714,,,53.28571429,,48.57142857,41.28571429,
222,60.25714286,58.72857143,,53.42857143,,50.14285714,43.0,,,53.42857143,,49.42857143,43.14285714,
223,64.71428571,59.74285714,,54.71428571,,51.57142857,44.71428571,,,54.66666667,,50.5,44.5,
224,64.42857143,62.75714286,,57.85714286,,55.42857143,48.0,,,57.85714286,,54.0,48.0,
225,57.8,54.85714286,,55.14285714,,53.57142857,48.57142857,,,55.0,,52.57142857,48.28571429,
226,56.31428571,55.8,,55.28571429,,53.57142857,49.0,,,54.85714286,,52.42857143,48.85714286,
